Describing Hair	3	What do you think about long hair ?	It needs meticulous care.			long hair 	ผมยาว								
Describing Hair	4	Can a man part his hair in the middle ? 	"Yes, he can."			part 	แสกผม								
Describing Hair	5	Can a moustache (mustache) be styled ? 	"Yes, it can."			moustache 	หนวด								
Describing Hair	6	Can a monk grow a beard and a moustache ? 	"No, he can't."			beard 	เครา								
Describing Hair	7	What are sideburns ? 	the hair growing down the sides of a man's face in front of his ears.			sideburns 	จอน								
Describing Hair	8	Are the bangs and straight hair popularized ?	"Yes, they are."			straight hair 	"หน้าม้า, ผมตรง"								
Describing Hair	9	What is wavy hair like ? 	It has curves and it is not straight.			wavy hair 	ผมเป็นลอน								
Describing Hair	10	What do you think about curly hair ? 	It's very difficult to comb curly hair.			curly 	ผมหยิก								
Describing Hair	11	Is being bald hereditary ?	"Yes, it is."			bald 	โล้น								
Describing Hair	12	When do Asian people begin go get grey (gray) ? 	when they become elderly.			grey (gray)	"ผมสีเทา, ผมหงอก"								
Describing Hair	13	Who mostly prefers corn rows as a hairstyle ? 	most negroes			corn rows 	ผมตัดเป็นแถว								
Describing Hair	14	Where can natural red hair be mostly found ? 	among European and American people			red hair 	ผมสีแดง								
Describing Hair	15	Where can natural black hair be found ?	among Asian and African people			black hair 	ผมสีดำ								
Describing Hair	16	Can some dye their hair blonde ? 	"Yes, they can."			blonde 	ผมสีบรอนด์								
Describing Hair	17	Can brown hair be dyed black ? 	"Yes, it can."			brown hair 	ผมสีน้ำตาล								
Describing Hair	18	What is the other name of rollers ?	curlers			rollers 	โรลม้วนผม								
Describing Hair	19	What are scissors for ? 	"for cutting hair, paper or cloth"			scissors 	กรรไกร								
Describing Hair	20	What are combs used for? 	for combing our hair			combs 	หวี								
Describing Hair	21	What is a brush used for ? 	"It is used to clean, polish or make smooth."			brush 	แปรง								
Describing Hair	22	Who can help you to cut hair ? 	a barber			cut hair 	ตัดผม								
Describing Hair	23	Who can perm hair for you ? 	a hairdresser			perm hair 	perm hair 								
Describing Hair	24	Can you set hair by yourself ? 	"Yes, I can."			set hair 	เซ็ทผม								
Describing Hair	25	Can you color hair or dye hair by yourself ? 	"Yes, I can."			color hair 	ทำสีผม	dye hair 	ย้อมผม						
Families	1	How many persons are there in your immediate family ?	There are 4 persons.			immediate family 	ครอบครัวที่ใกล้ชิดที่สุด								
Families	2	Have you ever seen your grandparents ? 	"Yes, I have."			grandparents 	"ปู่, ย่า, ตา, ยาย"								
Families	3	Are your parents hard working ? 	"Yes, they are."			parents 	"พ่อหรือแม่, ผู้ปกครอง"								
Families	4	What other words can you use to call your grandmother ? 	"I can use Gran, Grandma, Granny."			grandmother 	"ย่า, ยาย"								
Families	5	What other words can you use to call your grandfather ? 	"I can use Granddad, Granddaddy, Grandpa."			grandfather 	"ปู่, ตา"								
Families	6	Who could mother you when you were a baby ?	"my own mother, my aunt."			mother 	มารดา								
Families	7	Could your uncle father you when you were a child ?	"Yes, he could."			father 	เป็นพ่อ								
Families	8	Can your sister and brother take turns doing the housework ?	"Yes, they can."			sister 	พี่(น้อง)สาว	brother 	"พี่(น้อง),ชาย"						
Families	9	Can your aunt or aunty do the housework ? 	"Yes, she can."			aunt 	ป้า	aunty 	ป้า						
Families	10	When can Peter become an uncle ? 	when his brother or sister has had a baby.			uncle 	ลุง								
Families	11	How often do you see your cousins ?	once a week or once a month			cousins 	ลูกพี่ลูกน้อง								
Families	12	Does an extended family have many members ? 	"Yes, it does."			extended family 	ครอบครัวใหญ่ที่ขยายตัว								
Families	13	Is the mother of your husband or wife called mother-in-law ? 	"Yes, she is."			mother-in-law 	"แม่ยาย, แม่สามี"								
Families	14	What can make Peter get along well with his father-in-law ? 	his congeniality			father-in-law 	"พ่อตา, พ่อสามี"								
Families	15	Should a wife be a working woman ? 	"Yes, she should."			wife 	ภรรยา								
Families	16	What should a husband and a wife have ?	"They should have compatibility, responsibility and good work."			husband 	สามี								
Families	17	What do you think about raising a son and a daughter ?	We should give love and care to them equally.			son 	ลูกชาย	daughter 	ลูกสาว						
Families	18	Do you and your sister-in-law stay in the same family ? 	"No, we don't."			sister-in-law 	พี่(น้อง)สะใภ้								
Families	19	Can your brother-in-law do the cooking ?	"Yes, he can."			brother-in-law 	"พี่เขย, น้องเขย"								
Families	20	Does your niece go to school by herself ? 	"Yes, she does sometimes."			niece 	หลานสาว								
Families	21	Is your nephew playful ? 	"Yes, he is."			nephew 	หลานชาย								
Families	22	Who is a grandson ? 	He is a son of our son or daughter.			grandson 	"หลานชายของปู่ย่า, ตายาย"								
Families	23	Who is a granddaughter ? 	She is a daughter of your son or daughter.			granddaughter 	"หลานสาวของปู่ย่า, ตายาย"								
Families	24	Should a grandchild or grandchildren have some toys to play with ?	"Yes, they should."			grandchild 	หลานของปู่ย่า	grandchildren 	หลานของปู่ย่า						
Families	25	Should a wife and a husband be working people ? 	"Yes, they should."			wife 	ภรรยา	husband 	สามี						
Families	26	Who is a daughter-in-law ? 	She is the wife of your son.			daughter-in-law 	ลูกสะใภ้								
Families	27	Who is a son-in-law ? 	He is the husband of your daughter.			son-in-law 	ลูกเขย								
Families	28	Do you like to see a happily married couple ? 	"Yes, I do."			married couple 	คู่ที่แต่งงานแล้ว								
Families	29	Is it easy for an unmarried couple to face more problems ? 	"Yes, it is."			unmarried couple 	คู่ที่ยังไม่แต่งงานกัน								
Families	30	Does a divorced couple and their marriage legally ? 	"Yes, they do."			divorced couple 	คู่ที่หย่ากันแล้ว								
Families	31	Are you sympathetic towards a single mother ? 	"Yes, I am."			single mother 	แม่ที่เลี้ยงลูกโดยลำพัง								
Families	32	Do you sympathize with a single father ? 	"Yes, I do."			single father 	พ่อที่เลี้ยงลูกโดยลำพัง								
Families	33	When can people be remarried ? 	after being divorced or after their husband or wife has died.			remarried	แต่งงานใหม่								
Families	34	Who can be your stepfather ? 	the man who is married to my mother but is not my real father.			stepfather 	พ่อเลี้ยง								
Families	35	Who can be your stepmother ?	the woman who is married to my father but is not my real mother.			stepmother 	แม่เลี้ยง								
Families	36	Can you stay with your half sister in the same house ?	"Yes, I can."			half sister 	พี่(น้อง)สาวร่วมบิดาหรือมารดาเดียวกัน								
Families	37	Can you stay with your half brother in the same house ? 	"Yes, I can."			half brother 	พี่(น้อง)ชายร่วมบิดาหรือมารดาเดียวกัน								
Families	38	Can you contact your stepsister or stepbrother ?	"Yes, I can."			stepsister 	พี่(น้อง)สาวต่างบิดามารดา	stepbrother 	พี่(น้อง)ชายต่างบิดามารดา						
Families	39	Can a former husband or ex-husband be legally remarried ? 	"Yes, he can."			ex-husband 	อดีตสามี								
Families	40	Can a former wife or ex-wife be legally remarried ? 	"Yes, she can."			ex-wife 	อดีตภรรยา								
Families	41	Is a stepson or stepdaughter from an earlier marriage to another person ? 	"Yes, he or she is."			stepson 	ลูกเลี้ยง	stepdaughter 	ลูกเลี้ยง						
Childcare and Parenting	1	Can you hold a crying baby ? 	"Yes, I can."			hold 	อุ้ม								
Childcare and Parenting	2	Did your mom nurse you when you were a baby ? 	"Yes, she did."			nurse 	ให้นมแม่								
Childcare and Parenting	3	Can a father feed his own child ? 	"Yes, he can."			feed 	ป้อนอาหาร								
Childcare and Parenting	4	Why does a mother rock the baby gently in her arms ? 	because she wants to lullaby it.			rock 	โยก								
Childcare and Parenting	5	Why does a mom undress her baby ? 	because she wants to bathe it.			undress 	ถอดเสื้อผ้า								
Childcare and Parenting	6	How does a mother bathe her baby ? 	She bathes it with a lukewarm bath.			bathe 	อาบน้ำ								
Childcare and Parenting	7	How often does a mother change a diaper ? 	every day			change a diaper 	เปลี่ยนผ้าอ้อม								
Childcare and Parenting	8	How does a mom dress her baby ? 	She does it meticulously or carefully.			dress 	ใส่เสื้อผ้า								
Childcare and Parenting	9	Can your kind words comfort a small child ? 	"Yes, they can."			comfort 	ปลอบโยน								
Childcare and Parenting	10	Why does a mom praise her child sometimes ? 	because she wants to express her approval or admiration for him or her.			praise 	ชมเชย								
Childcare and Parenting	11	Why should a mom discipline her child ? 	because she wants to train a child to obey rules and control his or her behavior.			discipline 	ฝึกฝนวินัย								
Childcare and Parenting	12	Why does a mom buckle up her baby in a perambulator ? 	because she wants to prevent it from falling.			buckle 	ใส่เข็มขัดนิรภัย								
Childcare and Parenting	13	Who likes to play with a small child ? 	anyone in the family			play with 	เล่นด้วย								
Childcare and Parenting	14	Should the father read to  his small child ? 	"Yes, he should."			read to  	อ่านให้ฟัง								
Childcare and Parenting	15	Who often sings a lullaby for a small child ? 	his or her mother			sings a lullaby 	ร้องเพลงกล่อม								
Childcare and Parenting	16	When do parents kiss their small child goodnight ? 	at his or her bedtime.			kiss 	จูบราตรีสวัสดิ์	goodnight 	จูบราตรีสวัสดิ์						
Childcare and Parenting	17	What is a bottle with a nipple for ? 	for a baby to suck milk			a bottle with a nipple 	ขวดพร้อมหัวนม								
Childcare and Parenting	18	Is the formula specially mixed ? 	"Yes, it is."			formula 	นมผงสำหรับทารก								
Childcare and Parenting	19	What is a bib for ? 	It is for protecting a baby's clothes while it is eating.			bib 	ผ้าปิดอกกั้นเปื้อน								
Childcare and Parenting	20	When is a highchair often used ? 	when a baby is eating			highchair	เก้าอี้สูงสำหรับเด็ก								
Childcare and Parenting	21	Where should a diaper pail placed ?	in a laundry room			diaper pail 	ถังใส่ผ้าอ้อม								
Childcare and Parenting	22	Can a cloth diaper be multipurpose ? 	"Yes, it can."			cloth diaper 	ผ้าอ้อมที่ทำด้วยผ้า								
Childcare and Parenting	23	Can safety pins hurt a baby ?	"No, they can't."			safety pins 	เข็มกลัดซ่อนปลาย								
Childcare and Parenting	24	Should a disposable diaper be reused ? 	"No, it shouldn't."			disposable diaper 	ผ้าอ้อมแบบใช้แล้วทิ้ง								
Childcare and Parenting	25	Are training pants washable ? 	"Yes, they are."			training pants 	กางเกงรองกันเลอะ								
Childcare and Parenting	26	What is a potty seat like ? 	It is like a toilet for a baby.			potty seat 	กระโถนเด็ก								
Childcare and Parenting	27	Is baby lotion very mild ? 	"Yes, it is."			baby lotion 	โลชั่นสำหรับทารก								
Childcare and Parenting	28	Is baby powder very fragrant ? 	"No, not so much."			baby powder 	แป้งสำหรับทารก								
Childcare and Parenting	29	Should parents take nappies and baby wipes when they go out ? 	"Yes, they should."			wipes 	"กระดาษ, ผ้าชิ้นสำหรับเช็ด"								
Childcare and Parenting	30	Why is a baby bag necessary ? 	because it can carry things necessary for caring a baby.			baby bag 	กระเป๋าสัมภาระของทารก								
Childcare and Parenting	31	How useful is a baby carrier ? 	It must be soft and comfortable for a baby.			baby carrier 	ที่ใส่ทารก								
Childcare and Parenting	32	Does a stroller look like a buggy or a pushchair ? 	"Yes, it does."			stroller 	ล้อเข็นเด็ก								
Childcare and Parenting	33	When is a car safty seat needed ? 	when a baby is taken in a car.			car safty seat 	ที่นั่งนิรภัยในรถสำหรับเด็ก								
Childcare and Parenting	34	Can a baby carriage protect a baby from the strong sunlight ?	"Yes, it can."			baby carriage 	ล้อเข็นเด็กแบบมีมุ้ง								
Childcare and Parenting	35	What is a rocking chair for ? 	It is for a mother to relax and comfort a baby.			rocking chair 	เก้าอี้โยก								
Childcare and Parenting	36	Can nursery rhymes lullaby a baby ? 	"Yes, they can."			nursery rhymes 	นิทานกล่อมเด็ก								
Childcare and Parenting	37	Can a baby play with a teddy bear ? 	"Yes, it can."			teddy bear 	ตุ๊กตาหมี								
Childcare and Parenting	38	Why is a pacifier useful ? 	because it can calm down a baby.			pacifier 	หัวนมหลอก								
Childcare and Parenting	39	What is a teething ring for ? 	for a baby to bite calmly			teething ring 	ห่วงให้เด็กกัดตอนฟันงอก								
Childcare and Parenting	40	Why can a rattle be a favorite thing for a baby ? 	because it can entertain a baby.			rattle 	ของเล่นส่งเสียงให้เด็กเพลิน								
Childcare and Parenting	41	How is a night light used ? 	It is left on a night.			night light 	ไฟสำหรับเปิดทิ้งไว้ตอนกลางคืน								
Childcare and Parenting	42	How can parents discipline toddlers and teens ? 	by advising and looking after them			toddlers 	เด็กอายุระหว่าง 1-3 ขวบ	teens 	วัยรุ่นระหว่าง 13-19						
Daily Routines	1	When should you wake up weekdays ?	early between 5 and 6 a.m.			wake up 	ตื่นนอน								
Daily Routines	2	How should you feel when you get up ? 	I should feel active and refreshed.			get up 	ลุกชึ้น								
Daily Routines	3	Do you like cold water or lukewarm water when you take a shower ?	I like lukewarm water.			take a shower 	อาบน้ำฝักบัว								
Daily Routines	4	Where do you like to get dressed ? 	in front of the mirror			get dressed 	แต่งตัว								
Daily Routines	5	With whom do you eat breakfast ? 	with my family and alone sometimes			eat breakfast 	รับประทานอาหารเช้า								
Daily Routines	6	When can you make lunch ? 	on Saturdays and Sundays			make lunch 	ทำอาหารกลางวัน								
Daily Routines	7	Who can take the children to school or drop off the kids ? 	their own parents			drop off 	"พาเด็กไปโรงเรียน, ส่งเด็กลงที่โรงเรียน"								
Daily Routines	8	Do most children take the bus to school ? 	"Yes, they do."			take the bus 	ขึ้นรถประจำทาง								
Daily Routines	9	Should we drive to work or go to work in time ? 	"Yes, we should."			go to work 	"ขับรถไปทำงาน, ไปทำงาน"								
Daily Routines	10	How should children go to class ? 	on time or in time			go to class 	ไปที่ชั้นเรียน								
Daily Routines	11	How should we work ? 	attentively and efficiently			work 	ทำงาน								
Daily Routines	12	What can you buy when you go to the grocery store ? 	"fruits, vegetables and many other necessary things"			go to the grocery store 	ไปที่ร้านขายของชำ								
Daily Routines	13	Why should parents pick up the kids ?	for safety and comfort			pick up the kids 	ไปรับเด็ก								
Daily Routines	14	What should we do before we leave work ? 	We should finish each daily task and put away things.			leave work 	ออกจากที่ทำงาน								
Daily Routines	15	Who should help clean the house ? 	everyone in the same family			clean the house 	ทำความสะอาดบ้าน								
Daily Routines	16	Where can you exercise ? 	"at home, in the surrounding area and in a fitness room."			exercise	บริหารร่างกาย								
Daily Routines	17	Can you cook dinner or make dinner by yourself ? 	"Yes, I can."			cook dinner 	หุงอาหารเย็น	make dinner 	ทำอาหารเย็น						
Daily Routines	18	How do you feel when you come home or get home ? 	glad but tired			come home 	มาบ้าน	get home 	ถึงบ้าน						
Daily Routines	19	Where can you have dinner or eat dinner ? 	at home and any cafeteria not far away			have dinner 	รับประทานอาหารเย็น	eat dinner 	กินอาหารเย็น						
Daily Routines	20	Does your teacher assign you to do homework every day ? 	"Yes, she does."			do homework 	ทำการบ้าน								
Daily Routines	21	"When you get home from work, can you relax with newspaper ? "	"Yes, I can."			relax 	พักผ่อน								
Daily Routines	22	Where can you read the paper ?	at home and the office			read the paper 	อ่านหนังสือพิมพ์								
Daily Routines	23	Why do you check email sometimes ? 	to read some messages sent by someone			check email 	ตรวจดูอีเมล์								
Daily Routines	24	How often do you watch TV ? 	three hours every day			watch TV	ดูทีวี								
Daily Routines	25	At what time do you go to bed ? 	at between 10 and 11 p.m.			go to bed 	ไปนอน								
Daily Routines	26	What makes you go to sleep quickly ? 	my exhaustion or fatigue			go to sleep	ไปหลับ								
Life Events and Documents	1	Where were you born ? 	at hospital in Bangkok			were 	เกิด	born 	เกิด						
Life Events and Documents	2	Do you still keep your birth certificate ? 	"Yes, I do."			birth certificate 	ใบเกิด								
Life Events and Documents	3	When did you start school ?	when I was 5 years old			start school 	เริ่มไปโรงเรียน								
Life Events and Documents	4	Did your cousin immigrate to the U.S.A. ? 	"Yes, he did."			immigrate 	ย้ายถิ่นฐานเข้าไป								
Life Events and Documents	5	Did he graduate in the U.S.A. ? 	"Yes, he did."			graduate 	เรียนจบ								
Life Events and Documents	6	Did he get a diploma ? 	"Yes, he did."			diploma 	ปริญญา								
Life Events and Documents	7	Did he learn to drive ? 	"Yes, he did."			learn to drive 	หัดขับรถ								
Life Events and Documents	8	Where did he get a driver's license ? 	in California			driver's license 	ใบขับขี่								
Life Events and Documents	9	Has he got a Resident Alien Card or green card yet ? 	"Yes, he has."			Resident Alien Card 	บัตรบุคคลต่างด้าวที่อาศัยอยู่ในสหรัฐ	green card 	กรีนคาร์ด						
Life Events and Documents	10	Where did he get a job ? 	at an electronics factory			get a job 	ได้งานทำ								
Life Events and Documents	11	Has he become a citizen of the U.S.A. ? 	"Yes, he has."			become a citizen 	ได้สัญชาติเป็นพลเมือง								
Life Events and Documents	12	Does he have a Social Security card ? 	"Yes, he does."			Social Security card 	บัตรประกันสังคม								
Life Events and Documents	13	Did he fall in love with someone at his office ?	"Yes, he did."			fall in love with 	ตกหลุมรักกับ								
Life Events and Documents	14	Does he keep his Certificate of Naturalization ? 	"Yes, he does."			Certificate of Naturalization 	ใบรับรองการแปลงสัญชาติ								
Life Events and Documents	15	Did he later go to college and get a college degree ?	"Yes, he did."			go to college 	เข้าวิทยาลัย (มหาวิทยาลัย)	college degree 	ใบวุฒิปริญญา 						
Life Events and Documents	16	Did he get engaged to a working woman ? 	"Yes, he did."			get engaged 	หมั้นกับ								
Life Events and Documents	17	Did they get married and receive a marriage license ? 	"Yes, they did."			get married 	แต่งงาน								
Life Events and Documents	18	Did they have a lovely baby ?	"Yes, they did."			have a lovely baby 	มีลูก								
Life Events and Documents	19	Where did you buy a home with a piece of land ? 	in an upcountry area			buy a home 	ซื้อบ้าน								
Life Events and Documents	20	Do you have a land deed ?	"Yes, I do."			land deed 	โฉนดที่ดิน								
Life Events and Documents	21	What will you do when you become a grandparent ? 	I will help to look after my grandchild.			become a grandparent 	"เป็นปู่ย่า, ตายาย (มีหลาน)"								
Life Events and Documents	22	Where would you like to travel after you retire ? 	at various natural tourist attractions			travel 	เดินทาง	retire 	เกษียณ						
Life Events and Documents	23	When do you need a passport ? 	when I go abroad or overseas			passport 	หนังสือเดินทาง								
Life Events and Documents	24	What activities can you volunteer to help ? 	teaching children in the country			volunteer 	อาสาสมัคร								
Life Events and Documents	25	Who signs a death certificate when someone die ? 	a doctor			death certificate 	ใบมรณะ	die 	ตาย						
Life Events and Documents	26	When does a woman become a widow ? 	when her husband dies.			widow 	หญิงม่าย								
Life Events and Documents	27	When does a man become a widower ? 	when his wife dies.			widower 	พ่อม่าย								
Feelings	1	When do you feel hot ?	during summer in Thailand			feel hot 	รู้สึกร้อน								
Feelings	2	Are you thirsty after jogging ? 	"Yes, I am."			thirsty 	หิวน้ำ								
Feelings	3	Can the heat and the wine make you sleepy ? 	"Yes, they can."			sleepy 	ง่วงนอน								
Feelings	4	"If you're very cold, what will you do ? "	I will turn the heating up.			cold	หนาว								
Feelings	5	Can all this talk of food make you hungry ? 	"Yes, it can."			hungry 	หิวข้าว								
Feelings	6	What can make you full and satisfied ? 	"much food, desserts and drinks"			full and satisfied 	"อิ่ม, พอใจ"								
Feelings	7	Do you feel disgusted for those criminals ? 	"Yes, I do."			disgusted 	"รังเกียจ, สะอิดสะเอียน"								
Feelings	8	Is it important to keep calm in an emergency ?	"Yes, it is."			calm 	สงบ								
Feelings	9	What can make you have uncomfortable feeling ? 	my fault			uncomfortable 	"อึดอัด, ไม่ค่อยสบาย"								
Feelings	10	Do applicants feel really nervous before the interview ? 	"Yes, they do."			nervous 	"ประหม่า, พรั่นใจ"								
Feelings	11	What may make you in pain ? 	"strain, inflammatory remarks, migraine"			in pain 	กำลังเจ็บปวด								
Feelings	12	How can you take care of a sick child ? 	I will take him or her to a clinic and give consolation			sick 	ป่วย								
Feelings	13	What are doctors worried about ?	the possible spread of the disease			worried 	"วิตก, กังวล"								
Feelings	14	What should you do if you don't feel very well ? 	I should have full sleep for quick recovery.			well 	สบายดี								
Feelings	15	Do you feel relieved to hear that our economic recession is stopped ? 	"Yes, I do."			relieved 	โล่งใจ								
Feelings	16	Why do many people on low incomes feel hurt ? 	because of the higher cost of living			hurt 	"เจ็บปวดใจ, กาย"								
Feelings	17	Why do some people feel lonely ? 	because they live alone.			lonely 	"ว้าเหว่, เดียวดาย"								
Feelings	18	How do some feel when they are in love ? 	They feel both happy and unhappy.			in love 	กำลังมีความรัก								
Feelings	19	What can make you feel sad ? 	"the news about casualties, calamity and natural disasters"			sad 	เศร้า								
Feelings	20	What can make you become homesick ? 	being away from home for a long time			homesick 	คิดถึงบ้าน								
Feelings	21	Who can make you feel proud ? 	"my parents, my teacher and myself"			proud 	ภูมิใจ								
Feelings	22	Can the prospect of working abroad make you excited ? 	"Yes, it can."			excited 	ตื่นเต้น								
Feelings	23	Are you scared (afraid) of ghosts ? 	"No, I'm not."			scared (afraid) 	"หวาดกลัว, กลัว"								
Feelings	24	Can someone's praise make you embarrassed ? 	"No, it can't."			embarrassed 	"ขวยเขิน, ลำบากใจ, อับอาย"								
Feelings	25	Does staying indoors every day make you bored ? 	"Yes, it does."			bored 	เบื่อหน่าย								
Feelings	26	What can make people confused ? 	conflicting accounts of what happened			confused 	"สับสน, งุนงง"								
Feelings	27	Why do you feel frustrated ? 	because of the lack of my progress			frustrated 	คับข้องใจ								
Feelings	28	Are you upset to hear of some bad news ? 	"Yes, I am."			upset 	อารมณ์เสีย								
Feelings	29	Are you angry with yourself for making a stupid mistake ? 	"Yes, I am."			angry 	โกรธ								
Feelings	30	What used to make you surprised ? 	uninvited visits of my friends			surprised 	ประหลาดใจ								
Feelings	31	What used to make you happy? 	my successful performance			happy	มีความสุข								
Feelings	32	Why are many people tired ? 	because of a life of hardship and toil			tired 	เหนื่อย								
Feelings	33	How are exhausted climbers rescued ? 	by helicopter			exhausted 	"หมดกำลัง, อ่อนเพลีย"								
Feelings	34	What used to make you furious ? 	my having been deceived			furious 	โกรธรุนแรง								
Feelings	35	What can make some people humiliated ? 	"their defeat, bankruptcy and big mistakes"			humiliated 	รู้สึกขายหน้า								
Feelings	36	What used to make you overjoyed ? 	my success and good news			overjoyed 	ดีใจเหลือเกิน								
Feelings	37	Can the pictures of starving children sadden you ? 	"Yes, they can."			starving 	หิวมากๆ								
Feelings	38	What can make a baby terrified ? 	"dogs, a loud noise"			terrified 	หวาดกลัวมาก								
A Family Reunion	1	Can a banner be shown at a reunion party ? 	"Yes, it can."			banner 	แผ่นป้าย								
A Family Reunion	2	Where can a baseball game be shown ? 	on a big screen TV			baseball game 	เกมเบสบอล								
A Family Reunion	3	Who exchanges opinions happily at a party ? 	relatives coming for their reunion			opinions 	ความเห็น								
A Family Reunion	4	Can colorful balloons be used to decorate their party ? 	"Yes, they can."			balloons 	ลูกโป่ง								
A Family Reunion	5	Why are the family members very glad ? 	because they come to join once a year.			glad 	ดีใจ								
A Family Reunion	6	Do the relatives keep laughing at the party? 	"Yes, they do."			laughing 	หัวเราะ								
A Family Reunion	7	Are there some children misbehaving at the party?	"Yes, there are."			misbehaving 	ประพฤติไม่เหมาะสม								
The house	1	What kind of roof do you like ? 	the metal roof			roof 	หลังคา								
The house	2	Can some houses have roof gardens ? 	"Yes, they can."			roof gardens 	สวนบนหลังคาบ้าน								
The house	3	Do you have a curtain fixed in your bedroom ? 	"Yes, I have."			bedroom 	ห้องนอน								
The house	4	Are the door of your house made of wood or metal ? 	wood			door 	ประตู								
The house	5	How many bathrooms do you have 	two bathrooms			bathrooms 	ห้องน้ำ								
The house	6	Is your kitchen ventilated ?	"Yes, it is."			kitchen 	ครัว								
The house	7	Did you pave tiles on the floors of your house ?	"No, I have a repairman do it."			floors 	พื้น								
The house	8	Where is the dining area of your house ?	It is near the kitchen.			dining area 	บริเวณรับประทานอาหาร								
The house	9	Where is the attic ? 	under the roof			attic 	ห้องใต้หลังคา								
The house	10	Where is the kids' room ? 	near the bathroom			kids' room 	ห้องนอนของเด็ก								
The house	11	Are the windows covered with glass ? 	"Yes, they are."			windows 	หน้าต่าง								
The house	12	Do you have furnishings in the living room ? 	"Yes, I do."			living room 	ห้องนั่งเล่น								
The house	13	What do you have in the basement ? 	a washing machine and some utilities			basement 	ห้องใต้ถุน								
The house	14	Where is the laundry room ? 	in the basement			laundry room 	ห้องซักผ้า								
The house	15	Is your garage for keeping one car or two cars ?	for one car			garage 	โรงรถ								
Finding a Home	1	What can be found in the internet listing ? 	property details			internet listing 	รายการเสนอขายในอินเทอร์เน็ต								
Finding a Home	2	How useful is the classified ad ? 	"It has small advertisements arranged in groups according to their subjects to buy, sell things, find or offer a job."			classified ad 	โฆษณาที่จัดหมวดหมู่ทางสิ่งพิมพ์								
Finding a Home	3	Why is a furnished apartment more popular ? 	because it contains furniture			furnished apartment 	อพาร์ตเมนต์ที่มีเครื่องเรือน								
Finding a Home	4	Why is an unfurnished apartment cheaper for rent ? 	because it has no furniture			unfurnished apartment 	อพาร์ตเมนต์ที่ไม่มีเครื่องเรือน								
Finding a Home	5	What utilities are included ? 	"They include gas, water, electricity, phone, cable, D S L (Digital Subscriber Line."			utilities 	"สาธารณูปโภคต่างๆ เช่น น้ำ, ไฟ, แก๊ส"								
Finding a Home	6	Can renting an apartment be found in the newspaper ? 	"Yes, it can."			renting an apartment 	การเช่าอพาร์ตเม้นต์								
Finding a Home	7	Can we call the manager to ask about the details ? 	"Yes, we can."			call the manager 	โทรถึงผู้จัดการ								
Finding a Home	8	Why do they ask about the features ? 	"because they want to know about utilities, furnishings"			ask about the features 	สอบถามเกี่ยวกับรายละเอียดต่างๆ								
Finding a Home	9	How can you submit an application ? 	I do it in person.			submit an application 	ยื่นใบสมัคร								
Finding a Home	10	Do you have to sign the rental agreement ? 	"Yes, I do."			sign the rental agreement 	เซ็นสัญญาข้อตกลงการเช่า								
Finding a Home	11	Where can you pay the first and last month's rent ? 	at the renting office			pay the first and last month's rent 	จ่ายค่าเช่าของเดือนแรกและเดือนสุดท้าย								
Finding a Home	12	Who can help you move in ? 	my relatives and my friends			move in 	ย้ายเข้า								
Finding a Home	13	What is the lease ?	a monthly or yearly rental agreement			lease 	สัญญาเช่า								
Finding a Home	14	What can you do to redecorate an apartment ? 	change the paint and furnishings			redecorate 	ตบแต่งใหม่								
Finding a Home	15	What do you do when you move out ? 	I pack and leave a home.			move out 	ย้ายออก								
Finding a Home	16	Is buying a house very expensive for you ? 	"Yes, it is."			buying a house 	การซื้อบ้าน								
Finding a Home	17	who should meet with a realtor ? 	those who want to buy a house or a piece of land			meet with a realtor 	พบกับตัวแทนผู้ซื้อขายบ้านและที่ดิน								
Finding a Home	18	Why does a buyer have to look at houses ? 	to see if they are satisfactory or not			look at houses 	ดูบ้าน								
Finding a Home	19	Why does a house buyer make an offer ? 	"to bargain, discuss prices and conditions before reaching an agreement"			make an offer 	ยื่นข้อเสนอ								
Finding a Home	20	Where can you get a loan ? 	at a bank			get a loan 	เอาเงินกู้								
Finding a Home	21	What does a buyer get when he takes ownership ? 	the keys of the house			takes ownership 	รับเอากรรมสิทธิ์								
Finding a Home	22	For whom does a house buyer have to make a mortgage payment ? 	the bank he gets the loan from			make a mortgage payment 	ทำการจ่ายเงินจำนอง								
Finding a Home	23	Can a buyer deal with moving in alone ?	"No, he can't."			moving in 	การย้ายเข้า								
Finding a Home	24	Is it very tiring to pack and unpack things ? 	"Yes, it is."			pack 	เก็บของลงหีบห่อ	unpack 	รื้อของออกจากหีบห่อ						
Finding a Home	25	How can you put the utilities in your name ? 	by telephoning the offices concerned			put the utilities in your name 	ใส่การใช้บริการสาธารณูปโภคต่างๆในชื่อของคุณ								
Finding a Home	26	Who can paint the apartment for you ? 	a painter			paint 	ทาสี								
Finding a Home	27	Can you arrange the furniture alone ?	"No, I can't."			arrange the furniture 	จัดเครื่องเรือน								
Finding a Home	28	Should a buyer meet the neighbors ? 	"Yes, he should."			meet the neighbors 	พบเพื่อนบ้าน								
Apartments	1	Do you like a tall or high apartment building ? 	"No, I don't."			apartment building 	อาคารอพาร์ตเม้นต์								
Apartments	2	What do you think about the fire escape ? 	It's very necessary and must be strongly built.			fire escape 	ทางหนีไฟ								
Apartments	3	What should a playground be like ? 	an outdoor area where children can play			playground	ลานเด็กเล่น								
